category,name,current_value,info,section,edit_level,reason,score
CPU调度,_enable_oracle_priv_check,True,whether turn on oracle privilege check ,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_pl_recompile_job,False,Enable pl recompile task.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_protocol_diagnose,True,enables protocol layer diagnosis. The default value is False.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_runtime_filter_adaptive_apply,True,Enable or disable runtime filter adaptive apply.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_topn_runtime_filter,True,Enable topn runtime filter.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_unit_gc_wait,True,"Used to control enable or disable the unit smooth gc feature, enabled by default.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_enable_values_table_folding,True,whether enable values statement folds self params,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_faststack_min_interval,30m,"Minimum interval for OBServer to automatically collect the obstack. Default: 30min. Range: [1s,+∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ha_diagnose_history_recycle_interval,7d,"The recycle interval time of diagnostic history data. Range: [2m, 180d]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ha_tablet_info_batch_count,0,"the number of tablet replica info sent by on rpc for ha. Range: [0, +∞) in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_hnsw_max_scan_vectors,20000,"The upper limit of hnsw iter-filter search nums. Range: [0,)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_max_malloc_sample_interval,256,"the max malloc times between two samples, which is not less than _min_malloc_sample_interval. 1 means to sample all malloc, Range: [1, 10000]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_max_rpc_packet_size,2047MB,the max rpc packet size when sending RPC or responding RPC results,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_min_malloc_sample_interval,16,"the min malloc times between two samples, which is not more than _max_malloc_sample_interval. 10000 means not to sample any malloc, Range: [1, 10000]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ndv_runtime_bloom_filter_size,True,whether to use NDV to build a bloom filter in runtime filter.Value:  True:turned on  False: turned off,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_enable_direct_load,True,Enable or disable direct path load,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_enable_fast_parser,True,control if enable fast parser,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_enable_pl_dynamic_stack_check,True,Enable or disable dynamic stack check when executing PL.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_enable_prepared_statement,True,control if enable prepared statement,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_get_gts_ahead_interval,0s,"get gts ahead interval. Range: [0s, 100ms]",TRANS,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_java_odps_data_transfer_mode,arrowTable,"[arrowTable, offHeapTable] 
odps arrow table, off heap table ",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_ob_ssl_invited_nodes,NONE,"when rpc need use ssl, we will use it to store invited server ipv4 during grayscale change.when it is finish, it can use ALL instead of all server ipv4",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_orc_filter_pushdown_level,4,"This parameter controls the filter pushdown level for ORC external tables, where 0 disables filter pushdown, 1 pushes filters down to the file level, 2 pushes filters down to the stripe level, 3 pushes filters down to the row index level and 4 pushes filters down to the encoding level. The default value is 4.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_preset_runtime_bloom_filter_size,False,Whether build runtime bloom filter with row count estimated by optimizor.Value:  True:turned on  False: turned off,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_recyclebin_object_purge_frequency,10m,"the time to purge recyclebin. Range: [0m, +∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_restore_idle_time,1m,"the time interval between the schedules of physical restore task. Range: [10s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_send_bloom_filter_size,1024,"Set send bloom filter slice sizeRange: [1, +∞)",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_storage_leak_check_mod,,set leak check mod in storage,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_transfer_service_wakeup_interval,5m,"transfer service wakeup interval in errsim mode. Range: [1s, 5m]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_transfer_task_retry_interval,1m,"Retry interval after transfer task failure. Range: [0s, +∞). Default: 1m",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_transfer_task_tablet_count_threshold,100,"Threshold for the count of tablets that can be processed by a transfer task. Range: (0, +∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,_use_odps_jni_connector,True,Enable or disable jni connector for external odps table,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,audit_trail,,"enables or disables database auditing, support NONE;OS;DB;DB,EXTENDED;DB_EXTENDED",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,backup_data_file_size,4G,"backup data file size. Range: [512M, 4G] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,builtin_db_data_verify_cycle,20,"check cycle of db data. Range: [0, 360] in integer. Unit: day. 0: check nothing. 1-360: check all data every specified days. The default value is 20. The real check cycle maybe longer than the specified value for insuring performance.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,cluster,obcluster,Name of the cluster,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,cluster_id,1,ID of the cluster,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,default_auto_increment_mode,order,"specifies default auto-increment mode, default is 'order'",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,default_compress,archive,default compress strategy for create new table within oracle mode,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,default_enable_extended_rowid,False,specifies whether to create table as extended rowid mode or not,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_cgroup,True,"when set to false, cgroup will not init; when set to true but cgroup root dir is not ready, print ERROR",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_dblink,True,Enable or disable dblink,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_early_lock_release,True,enable early lock release,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_kv_ttl,False,specifies whether ttl task is enbled,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_perf_event,True,specifies whether to enable perf event feature. The default value is True.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_record_trace_id,False,specifies whether record app trace id is turned on.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_rich_error_msg,False,"specifies whether add ip:port, time and trace id to user error message. The default value is FALSE.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_sys_table_ddl,False,specifies whether a \'system\' table is allowed be to created manually. Value: True: allowed; False: not allowed,ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_sys_unit_standalone,False,specifies whether sys unit standalone deployment is turned on. Value:  True:turned on  False: turned off,LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_upgrade_mode,False,"specifies whether upgrade mode is turned on. If turned on, daily merger and balancer will be disabled. Value: True: turned on; False: turned off;",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,enable_user_defined_rewrite_rules,False,specify whether the user defined rewrite rules are enabled. Value: True: enable  False: disable,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,kv_ttl_history_recycle_interval,7d,"the time to recycle ttl history. Range: [1d, 180d]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ls_meta_table_check_interval,1s,"the time interval that observer compares ls meta table with local ls replica info and make adjustments to ensure the correctness of ls meta table. Range: [1ms,+∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,merger_check_interval,10m,"the time interval between the schedules of the task that checks on the progress of MERGE for each zone. Range: [10s, 60m]",DAILY_MERGE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_batched_multi_statement,False,enable use of batched multi statement,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_java_env,False,Enable or disable java env for external table.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_java_udf,False,Enable or disable java udf.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_python_udf,False,Enable or disable python udf.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_utl_http,False,controls whether UTL_HTTP is enabled,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_enable_utl_tcp,False,controls whether UTL_TCP is enabled,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_event_history_recycle_interval,7d,"the time to recycle event history. Range: [1d, 180d]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_python_home,,specifies the python home path,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_ssl_invited_common_names,NONE,"when server use ssl, use it to control client identity with ssl subject common name. default NONE",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,ob_storage_s3_url_encode_type,default,"Determines the URL encoding method for S3 requests.""default"": Uses the S3 standard URL encoding method.""compliantRfc3986Encoding"": Uses URL encoding that adheres to the RFC 3986 standard.",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,obconfig_url,,URL for OBConfig service,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,package_state_sync_max_size,8192,"the max sync size of single package state that can sync package var value. If over it, package state will not sync package var value. Range: [0, 16777216] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,plugins_load,,"The plugins you want to load when starting observer. Note that plugins cannot be loaded dynamically, you should restart the observer when you change the parameter. Format: 'libsoname1.so:on,libsoname2.so:off' which `on'(default) means the plugin is enabled, `off' means the plugin is disabled(don't load), ",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,recyclebin_object_expire_time,0s,"recyclebin object expire time, default 0 that means auto purge recyclebin off. Range: [0s, +∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,rootservice_ready_check_interval,3s,"the interval between the schedule of the rootservice restart task while restart failed Range: [100000us, 1m]",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,rpc_port,2882,"the port number for RPC protocol. Range: (1024, 65536) in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,schema_history_expire_time,7d,"the expire time for schema history, from 1min to 30days, with default 7days. Range: [1m, 30d]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,schema_history_recycle_interval,10m,"the time interval between the schedules of schema history recyle task. Range: [0s, +∞)",LOAD_BALANCE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,server_check_interval,30s,"the time interval between schedules of a task that examines the __all_server table. Range: [1s, +∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,server_permanent_offline_time,3600s,"the time interval between any two heartbeats beyond which a server is considered to be \'permanently\' offline. Range: [20s,+∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,sts_credential,,"STS credential for object storage, values: sts_url=xxx&sts_ak=xxx&sts_sk=xxx",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,sys_bkgd_net_percentage,60,"the net percentage of sys background net. Range: [0, 100] in integer",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,tablet_meta_table_check_interval,30m,"the time interval that observer compares tablet meta table with local ls replica info and make adjustments to ensure the correctness of tablet meta table. Range: [1m,+∞)",ROOT_SERVICE,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,tablet_size,128M,"default tablet size, has to be a multiple of 2M",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,unit_gc_wait_time,1m,"The maximum waiting time for unit gc, The default value is 1min. Range: [0,  30d].",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,utl_file_open_max,50,the maximum number of utl files that can be opened simultaneously in a single node under the Oracle model.,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,vector_index_optimize_duty_time,"[00:00:00, 24:00:00]","A runtime range bounded by start time and end time for vector index background task, e.g., [23:00:00, 24:00:00]",OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
CPU调度,zone,zone1,specifies the zone name,OBSERVER,DYNAMIC_EFFECTIVE,命中关键词: ,1
磁盘IO,stack_size,512K,"the size of routine execution stackRange: [512K, 20M]",OBSERVER,STATIC_EFFECTIVE,命中关键词: io,1
